,HR_BPM
0 days 00:20:00.616000,2588.693633946246
0 days 00:20:01.616000,975.7653061246288
0 days 00:20:02.616000,1042.5991048548603
0 days 00:20:03.616000,1071.4285714306607
0 days 00:20:04.616000,1595.0626959505087
0 days 00:20:05.616000,2065.820993022427
0 days 00:20:06.616000,2571.442648785853
0 days 00:20:07.616000,212.30660329660546
0 days 00:20:08.616000,168.80966296516908
0 days 00:20:09.616000,633.2641949712438
0 days 00:20:10.616000,3789.473684192621
0 days 00:20:11.616000,72.81553398059651
0 days 00:20:12.616000,149.58464958464256
0 days 00:20:13.616000,632.6115216212689
0 days 00:20:14.616000,122.95081967211694
0 days 00:20:15.616000,2610.9593717873227
0 days 00:20:16.616000,950.7902298889793
0 days 00:20:17.616000,1908.4821428748285
0 days 00:20:18.616000,75.61697431781923
0 days 00:20:19.616000,943.1251355492782
0 days 00:20:20.616000,1360.76564321205
0 days 00:20:21.616000,66.96428571428883
0 days 00:20:22.616000,170.1807228915624
0 days 00:20:23.616000,171.87500000010635
0 days 00:20:24.616000,175.0420521446633
0 days 00:20:25.616000,169.11764705881467
0 days 00:20:26.616000,3789.240403365312
0 days 00:20:27.616000,158.09645480674828
0 days 00:20:28.616000,176.36986301370862
0 days 00:20:29.616000,176.1853448275951
0 days 00:20:30.616000,3795.1807228736616
0 days 00:20:31.616000,152.48034697747767
0 days 00:20:32.616000,3792.134831442769
0 days 00:20:33.616000,137.1856241926899
0 days 00:20:34.616000,176.7786992579775
0 days 00:20:35.616000,200.79507310697986
0 days 00:20:36.616000,165.0853889942802
0 days 00:20:37.616000,166.69944925253753
0 days 00:20:38.616000,162.36822289163206
0 days 00:20:39.616000,3795.1807228736616
0 days 00:20:40.616000,611.0248447209768
0 days 00:20:41.616000,165.61059907831626
0 days 00:20:42.616000,944.4662995056075
0 days 00:20:43.616000,77.30348776679054
0 days 00:20:44.616000,2618.055555543614
0 days 00:20:45.616000,166.07505070995398
0 days 00:20:46.616000,170.96774193546838
0 days 00:20:47.616000,178.6524500907646
0 days 00:20:48.616000,163.48379629635136
0 days 00:20:49.616000,948.3122362829345
0 days 00:20:50.616000,76.28928898383222
0 days 00:20:51.616000,972.2222222182554
0 days 00:20:52.616000,268.59611907113333
0 days 00:20:53.616000,2001.4730639667546
0 days 00:20:54.616000,185.28049408132767
0 days 00:20:55.616000,162.6541421166285
0 days 00:20:56.616000,1999.9999999910424
0 days 00:20:57.616000,1296.5609840550212
0 days 00:20:58.616000,170.731707317072
0 days 00:20:59.616000,170.73170731705613
0 days 00:21:00.616000,2019.7523585349015
0 days 00:21:01.616000,1381.410256422029
0 days 00:21:02.616000,2611.471861530932
0 days 00:21:03.616000,148.27280463507677
0 days 00:21:04.616000,190.7857546635628
0 days 00:21:05.616000,2000.2755200350998
0 days 00:21:06.616000,68.80733944953569
0 days 00:21:07.616000,1086.4998808154935
0 days 00:21:08.616000,64.10256410256946
0 days 00:21:09.616000,946.4285714245881
0 days 00:21:10.616000,1907.6086956432266
0 days 00:21:11.616000,65.21739130434267
0 days 00:21:12.616000,172.4137931034699
0 days 00:21:13.616000,3799.3421052452563
0 days 00:21:14.616000,137.03872092142015
0 days 00:21:15.616000,169.11764705881467
0 days 00:21:16.616000,171.44517628827722
0 days 00:21:17.616000,169.11764705881467
0 days 00:21:18.616000,1483.1812393953905
0 days 00:21:19.616000,65.21739130435878
0 days 00:21:20.616000,165.0853889942802
0 days 00:21:21.616000,169.64285714285072
0 days 00:21:22.616000,172.4137931034699
0 days 00:21:23.616000,3798.0769230590154
0 days 00:21:24.616000,142.68837803322063
0 days 00:21:25.616000,172.46835443037037
0 days 00:21:26.616000,197.5308641975288
0 days 00:21:27.616000,971.5909090864373
0 days 00:21:28.616000,162.36822289152798
0 days 00:21:29.616000,170.1807228915624
0 days 00:21:30.616000,175.31556802242648
0 days 00:21:31.616000,159.78057889822372
0 days 00:21:32.616000,942.2675026083649
0 days 00:21:33.616000,2607.1947675009474
0 days 00:21:34.616000,1284.7222222280946
0 days 00:21:35.616000,72.11538461537532
0 days 00:21:36.616000,2610.5925324556397
0 days 00:21:37.616000,68.80733944953569
0 days 00:21:38.616000,141.65706605221706
0 days 00:21:39.616000,176.77869925786786
0 days 00:21:40.616000,197.15447154471153
0 days 00:21:41.616000,173.4279918864218
0 days 00:21:42.616000,169.11764705881467
0 days 00:21:43.616000,949.6607118088008
0 days 00:21:44.616000,67.56756756757366
0 days 00:21:45.616000,167.8427419355644
0 days 00:21:46.616000,1989.5890348387084
0 days 00:21:47.616000,165.3225806451612
0 days 00:21:48.616000,1368.0555555495823
0 days 00:21:49.616000,66.96428571428883
0 days 00:21:50.616000,162.6344086021259
0 days 00:21:51.616000,180.80357142862098
0 days 00:21:52.616000,144.7477253928689
0 days 00:21:53.616000,171.87499999998795
0 days 00:21:54.616000,194.84269215456894
0 days 00:21:55.616000,169.64285714285072
0 days 00:21:56.616000,950.4044274119577
0 days 00:21:57.616000,1284.4036697188083
0 days 00:21:58.616000,70.09345794392569
0 days 00:21:59.616000,173.07692307691653
0 days 00:22:00.616000,169.11764705882942
0 days 00:22:01.616000,144.7963800904906
0 days 00:22:02.616000,170.731707317072
0 days 00:22:03.616000,938.5964912240926
0 days 00:22:04.616000,168.6046511627795
0 days 00:22:05.616000,1920.731707308124
0 days 00:22:06.616000,160.8613589567399
0 days 00:22:07.616000,188.06529112492512
0 days 00:22:08.616000,971.2837837859718
0 days 00:22:09.616000,168.10344827584868
0 days 00:22:10.616000,165.61059907842716
0 days 00:22:11.616000,165.61059907831626
0 days 00:22:12.616000,3799.3421052452563
0 days 00:22:13.616000,1980.4353142488205
0 days 00:22:14.616000,3810.483870949825
0 days 00:22:15.616000,161.4077669902935
0 days 00:22:16.616000,169.11764705881467
0 days 00:22:17.616000,167.13483146067006
0 days 00:22:18.616000,146.48285878840832
0 days 00:22:19.616000,168.10344827584868
0 days 00:22:20.616000,167.6136363636346
0 days 00:22:21.616000,165.7608695652195
0 days 00:22:22.616000,171.44517628827722
0 days 00:22:23.616000,192.71412680753966
0 days 00:22:24.616000,3794.1176470409287
0 days 00:22:25.616000,159.09090909090014
0 days 00:22:26.616000,177.38726790441447
0 days 00:22:27.616000,3795.731707299171
0 days 00:22:28.616000,162.20508166970643
0 days 00:22:29.616000,947.9493207980771
0 days 00:22:30.616000,1908.185840725649
0 days 00:22:31.616000,79.51549110085489
0 days 00:22:32.616000,162.36822289163206
0 days 00:22:33.616000,201.59151193627315
0 days 00:22:34.616000,3805.147058805614
0 days 00:22:35.616000,162.87878787878714
0 days 00:22:36.616000,171.2962962962817
0 days 00:22:37.616000,162.17653314426119
0 days 00:22:38.616000,142.50700280111343
0 days 00:22:39.616000,1375.000000005869
0 days 00:22:40.616000,880.2827249710414
0 days 00:22:41.616000,167.26403823176346
0 days 00:22:42.616000,171.8750000000046
0 days 00:22:43.616000,179.31034482759105
0 days 00:22:44.616000,948.3122362908294
0 days 00:22:45.616000,1284.0909090967787
0 days 00:22:46.616000,75.79947707160407
0 days 00:22:47.616000,2609.054252187463
0 days 00:22:48.616000,165.71811181789064
0 days 00:22:49.616000,193.4523809522964
0 days 00:22:50.616000,180.97014925383894
0 days 00:22:51.616000,2558.650065518855
0 days 00:22:52.616000,1379.3103448216339
0 days 00:22:53.616000,1294.247787604651
0 days 00:22:54.616000,169.11764705882942
0 days 00:22:55.616000,174.9999999999839
0 days 00:22:56.616000,174.34210526315744
0 days 00:22:57.616000,3799.3421052452563
0 days 00:22:58.616000,139.47552662759367
0 days 00:22:59.616000,177.08333333332664
0 days 00:23:00.616000,1354.6836228405607
0 days 00:23:01.616000,3793.1034482579616
0 days 00:23:02.616000,3786.0576922897917
0 days 00:23:03.616000,3788.265306104538
0 days 00:23:04.616000,1982.3287435594318
0 days 00:23:05.616000,63.559322033901
0 days 00:23:06.616000,170.97701149426751
0 days 00:23:07.616000,192.06838226408726
0 days 00:23:08.616000,944.7565543110292
0 days 00:23:09.616000,64.65517241378538
0 days 00:23:10.616000,162.17653314426119
0 days 00:23:11.616000,167.13483146067006
0 days 00:23:12.616000,171.2962962962817
0 days 00:23:13.616000,171.29629629629792
0 days 00:23:14.616000,169.11764705881467
0 days 00:23:15.616000,66.37168141592947
0 days 00:23:16.616000,1987.4743731845808
0 days 00:23:17.616000,161.40776699028348
0 days 00:23:18.616000,175.00000000000284
0 days 00:23:19.616000,170.731707317072
0 days 00:23:20.616000,168.6046511627795
0 days 00:23:21.616000,170.97701149426751
0 days 00:23:22.616000,168.60465116289794
0 days 00:23:23.616000,950.4044274198417
0 days 00:23:24.616000,79.82261640798158
0 days 00:23:25.616000,167.8427419354535
0 days 00:23:26.616000,200.79022988507134
0 days 00:23:27.616000,170.731707317072
0 days 00:23:28.616000,166.14846482702794
0 days 00:23:29.616000,168.4360963658359
0 days 00:23:30.616000,167.84274193547014
0 days 00:23:31.616000,167.26403823185814
0 days 00:23:32.616000,145.48786544023952
0 days 00:23:33.616000,204.5454545454468
0 days 00:23:34.616000,1369.707661284343
0 days 00:23:35.616000,1288.2653061164863
0 days 00:23:36.616000,1284.4036697188083
0 days 00:23:37.616000,76.79049187076339
0 days 00:23:38.616000,165.0853889942802
0 days 00:23:39.616000,2610.407066111328
0 days 00:23:40.616000,158.78378378377346
0 days 00:23:41.616000,186.12852664578207
0 days 00:23:42.616000,163.29543451441853
0 days 00:23:43.616000,208.00176834660496
0 days 00:23:44.616000,167.26403823174724
0 days 00:23:45.616000,1361.1329661801535
0 days 00:23:46.616000,68.18181818180973
0 days 00:23:47.616000,65.21739130435878
0 days 00:23:48.616000,167.8427419354535
0 days 00:23:49.616000,142.75935882117105
0 days 00:23:50.616000,178.57142857142907
0 days 00:23:51.616000,207.6502732240518
0 days 00:23:52.616000,187.0026525198869
0 days 00:23:53.616000,1361.1329661801535
0 days 00:23:54.616000,1281.7796610228165
0 days 00:23:55.616000,1908.1858406990118
0 days 00:23:56.616000,78.62644415918074
0 days 00:23:57.616000,2618.0555556146683
0 days 00:23:58.616000,165.32258064514886
0 days 00:23:59.616000,186.12852664578207
0 days 00:24:00.616000,145.40229885057082
0 days 00:24:01.616000,167.13483146067006
0 days 00:24:02.616000,1375.000000005869
0 days 00:24:03.616000,878.5905417173018
0 days 00:24:04.616000,175.60664112388883
0 days 00:24:05.616000,171.29629629629792
0 days 00:24:06.616000,179.31034482759105
0 days 00:24:07.616000,167.51308375421397
0 days 00:24:08.616000,203.0409946236417
0 days 00:24:09.616000,176.36986301368862
0 days 00:24:10.616000,3793.60465125146
0 days 00:24:11.616000,157.6086956521666
0 days 00:24:12.616000,169.64285714285072
0 days 00:24:13.616000,1359.7149287262043
0 days 00:24:14.616000,1283.1858407138384
0 days 00:24:15.616000,2552.8477546430445
0 days 00:24:16.616000,933.6007130085276
0 days 00:24:17.616000,71.4285714285784
0 days 00:24:18.616000,3796.874999982104
0 days 00:24:19.616000,3786.057692289782
0 days 00:24:20.616000,145.8810068649918
0 days 00:24:21.616000,195.62406424388746
0 days 00:24:22.616000,165.61059907833135
0 days 00:24:23.616000,175.0420521445524
0 days 00:24:24.616000,175.00000000000284
0 days 00:24:25.616000,158.85093167696598
0 days 00:24:26.616000,1379.3103448216339
0 days 00:24:27.616000,133.7014230345365
0 days 00:24:28.616000,169.11764705881467
0 days 00:24:29.616000,170.1807228915624
0 days 00:24:30.616000,171.8750000000046
0 days 00:24:31.616000,165.61059907831626
0 days 00:24:32.616000,168.6046511627795
0 days 00:24:33.616000,175.6066411239051
0 days 00:24:34.616000,946.0784313764589
0 days 00:24:35.616000,80.95049728752811
0 days 00:24:36.616000,167.8427419354535
0 days 00:24:37.616000,207.83031522470608
0 days 00:24:38.616000,175.31556802242648
0 days 00:24:39.616000,179.66027874555243
0 days 00:24:40.616000,148.27935222671914
0 days 00:24:41.616000,168.6046511627939
0 days 00:24:42.616000,1370.9677419294921
0 days 00:24:43.616000,135.04330943845568
0 days 00:24:44.616000,944.8426921584247
0 days 00:24:45.616000,67.56756756755635
0 days 00:24:46.616000,3795.1807228736616
0 days 00:24:47.616000,165.36803713529991
0 days 00:24:48.616000,145.18546775272702
0 days 00:24:49.616000,173.78464334391305
0 days 00:24:50.616000,940.2515723309516
0 days 00:24:51.616000,168.436096365853
0 days 00:24:52.616000,191.62087912092136
0 days 00:24:53.616000,158.17110655740257
0 days 00:24:54.616000,207.3412698412922
0 days 00:24:55.616000,161.72861150067246
0 days 00:24:56.616000,1358.1176887568722
0 days 00:24:57.616000,1282.8947368479778
0 days 00:24:58.616000,1907.0512820423319
0 days 00:24:59.616000,48.387096774193196
0 days 00:25:00.616000,2030.9701074698041
0 days 00:25:01.616000,179.31034482759105
0 days 00:25:02.616000,2580.982236142717
0 days 00:25:03.616000,184.6205962060176
0 days 00:25:04.616000,180.22486772491433
0 days 00:25:05.616000,2627.873563206463
0 days 00:25:06.616000,1304.0556334853718
0 days 00:25:07.616000,185.28049408132767
0 days 00:25:08.616000,162.28230422598938
0 days 00:25:09.616000,1364.5382395323004
0 days 00:25:10.616000,186.01190476194301
0 days 00:25:11.616000,183.65817091454568
0 days 00:25:12.616000,951.59151193237
0 days 00:25:13.616000,2556.719563588359
0 days 00:25:14.616000,165.71811181790068
0 days 00:25:15.616000,182.1272462359279
0 days 00:25:16.616000,168.99288451014954
0 days 00:25:17.616000,1097.5285490459753
0 days 00:25:18.616000,1912.8787878964736
0 days 00:25:19.616000,65.21739130434267
0 days 00:25:20.616000,178.04621848743108
0 days 00:25:21.616000,151.569165861364
0 days 00:25:22.616000,178.5714285714671
0 days 00:25:23.616000,174.49106771916956
0 days 00:25:24.616000,200.40442741593355
0 days 00:25:25.616000,169.64285714285072
0 days 00:25:26.616000,175.0420521445524
0 days 00:25:27.616000,189.56456456449726
0 days 00:25:28.616000,1365.8008658126585
0 days 00:25:29.616000,85.05639097744171
0 days 00:25:30.616000,209.2763946212542
0 days 00:25:31.616000,178.6524500907646
0 days 00:25:32.616000,187.5000000000237
0 days 00:25:33.616000,961.6815476150997
0 days 00:25:34.616000,885.4392820918437
0 days 00:25:35.616000,3807.692307674404
0 days 00:25:36.616000,154.61936483733842
0 days 00:25:37.616000,213.3973996608422
0 days 00:25:38.616000,1070.8411654090776
0 days 00:25:39.616000,2041.5324617821796
0 days 00:25:40.616000,205.97014925386168
0 days 00:25:41.616000,161.26168777364708
0 days 00:25:42.616000,201.57428006426304
0 days 00:25:43.616000,192.4603174602443
0 days 00:25:44.616000,1998.7432617348825
0 days 00:25:45.616000,182.1272462359279
0 days 00:25:46.616000,203.10685249712242
0 days 00:25:47.616000,3796.8750000886685
0 days 00:25:48.616000,167.57565095004625
0 days 00:25:49.616000,2620.0980392037395
0 days 00:25:50.616000,84.00371287129678
0 days 00:25:51.616000,2621.418164145433
0 days 00:25:52.616000,167.97013864203205
0 days 00:25:53.616000,2607.808857796949
0 days 00:25:54.616000,173.95320197045788
0 days 00:25:55.616000,148.43633378117184
0 days 00:25:56.616000,175.60664112388883
0 days 00:25:57.616000,623.2353117844073
0 days 00:25:58.616000,67.56756756757366
0 days 00:25:59.616000,179.98602050326969
0 days 00:26:00.616000,161.3991172663382
0 days 00:26:01.616000,175.6066411239051
0 days 00:26:02.616000,172.91499599038667
0 days 00:26:03.616000,198.60999732693088
0 days 00:26:04.616000,176.7786992579775
0 days 00:26:05.616000,1366.6947014414966
0 days 00:26:06.616000,67.56756756755635
0 days 00:26:07.616000,170.1807228915624
0 days 00:26:08.616000,2556.2499999880706
0 days 00:26:09.616000,179.98602050326969
0 days 00:26:10.616000,2613.8211381994442
0 days 00:26:11.616000,3785.7142856963837
0 days 00:26:12.616000,154.75152571924764
0 days 00:26:13.616000,170.1807228915624
0 days 00:26:14.616000,176.7786992579775
0 days 00:26:15.616000,157.31607341198153
0 days 00:26:16.616000,777.4930102486579
0 days 00:26:17.616000,75.75757575758377
0 days 00:26:18.616000,3100.630252086527
0 days 00:26:19.616000,178.0462184873099
0 days 00:26:20.616000,196.4285714286093
0 days 00:26:21.616000,1064.3051206571959
0 days 00:26:22.616000,3780.991735519282
0 days 00:26:23.616000,65.78947368420803
0 days 00:26:24.616000,1367.0710940766348
0 days 00:26:25.616000,1909.7222222399134
0 days 00:26:26.616000,1285.3773584845992
0 days 00:26:27.616000,68.80733944953569
0 days 00:26:28.616000,946.428571432483
0 days 00:26:29.616000,1285.0467289659944
0 days 00:26:30.616000,139.81297583581687
0 days 00:26:31.616000,182.12724623605465
0 days 00:26:32.616000,2564.4873458673624
0 days 00:26:33.616000,1648.9574979936538
0 days 00:26:34.616000,78.12499999999704
0 days 00:26:35.616000,3795.1807228736616
0 days 00:26:36.616000,1360.9593717932914
0 days 00:26:37.616000,3784.7222223108965
0 days 00:26:38.616000,82.79220779220472
0 days 00:26:39.616000,2892.6886792318523
0 days 00:26:40.616000,69.44444444446009
0 days 00:26:41.616000,173.4279918864218
0 days 00:26:42.616000,179.98602050326969
0 days 00:26:43.616000,957.8303152207303
0 days 00:26:44.616000,890.3106697263502
0 days 00:26:45.616000,939.3939393899603
0 days 00:26:46.616000,171.87499999998795
0 days 00:26:47.616000,172.46835443038745
0 days 00:26:48.616000,1909.090909081952
0 days 00:26:49.616000,971.5909090930986
0 days 00:26:50.616000,65.78947368420803
0 days 00:26:51.616000,143.31896551723867
0 days 00:26:52.616000,1374.9999999940267
0 days 00:26:53.616000,2546.520685464959
0 days 00:26:54.616000,2615.3673835005907
0 days 00:26:55.616000,975.7653061179785
0 days 00:26:56.616000,71.4285714285784
0 days 00:26:57.616000,1986.3330796460448
0 days 00:26:58.616000,70.09345794392569
0 days 00:26:59.616000,2609.14267635631
0 days 00:27:00.616000,65.78947368420803
0 days 00:27:01.616000,165.08538899429496
0 days 00:27:02.616000,2612.696443329651
0 days 00:27:03.616000,1285.0467289778367
0 days 00:27:04.616000,2556.0524381159744
0 days 00:27:05.616000,168.37284482760094
0 days 00:27:06.616000,1289.06249999403
0 days 00:27:07.616000,950.0000000039178
0 days 00:27:08.616000,70.75471698111674
0 days 00:27:09.616000,1988.7271874578246
0 days 00:27:10.616000,72.81553398057642
0 days 00:27:11.616000,2578.3410138189097
0 days 00:27:12.616000,70.09345794392569
0 days 00:27:13.616000,175.04205214467913
0 days 00:27:14.616000,1362.2907309045888
0 days 00:27:15.616000,1910.3773585082604
0 days 00:27:16.616000,82.58928571428885
0 days 00:27:17.616000,199.56140350875617
0 days 00:27:18.616000,178.6524500907646
0 days 00:27:19.616000,959.3837535053367
0 days 00:27:20.616000,904.0747028901459
0 days 00:27:21.616000,1181.5533205659738
0 days 00:27:22.616000,74.25742574257492
0 days 00:27:23.616000,3094.9993558920983
0 days 00:27:24.616000,249.99999999999054
0 days 00:27:25.616000,881.6436395280115
0 days 00:27:26.616000,181.39367816093377
0 days 00:27:27.616000,2621.6287678358162
0 days 00:27:28.616000,1603.1367150948895
0 days 00:27:29.616000,71.4285714285784
0 days 00:27:30.616000,182.8817733990362
0 days 00:27:31.616000,1996.937122031713
0 days 00:27:32.616000,168.7840290381292
0 days 00:27:33.616000,3784.0909090729992
0 days 00:27:34.616000,69.44444444444181
0 days 00:27:35.616000,162.24376291117775
0 days 00:27:36.616000,783.6072198246213
0 days 00:27:37.616000,77.31958762888193
0 days 00:27:38.616000,1910.04672896301
0 days 00:27:39.616000,68.80733944953569
0 days 00:27:40.616000,145.73914318525132
0 days 00:27:41.616000,176.18534482761174
0 days 00:27:42.616000,202.43496672708875
0 days 00:27:43.616000,2632.915173225873
0 days 00:27:44.616000,1994.9645925148366
0 days 00:27:45.616000,210.70387844302024
0 days 00:27:46.616000,182.69230769230498
0 days 00:27:47.616000,953.4313725450462
0 days 00:27:48.616000,72.11538461539502
0 days 00:27:49.616000,947.1544715407357
0 days 00:27:50.616000,155.5221273292109
0 days 00:27:51.616000,955.2545155953785
0 days 00:27:52.616000,64.65517241380121
0 days 00:27:53.616000,168.6046511627795
0 days 00:27:54.616000,1363.453815255073
0 days 00:27:55.616000,2553.7725225105937
0 days 00:27:56.616000,3789.062499982093
0 days 00:27:57.616000,3164.063589994931
0 days 00:27:58.616000,2539.0646800077698
0 days 00:27:59.616000,267.8571428572233
0 days 00:28:00.616000,1296.1074281769345
0 days 00:28:01.616000,1908.7837838014707
0 days 00:28:02.616000,1284.4036697306417
0 days 00:28:03.616000,1284.7222222162522
0 days 00:28:04.616000,68.18181818182734
0 days 00:28:05.616000,1304.9870618618243
0 days 00:28:06.616000,2619.990680323589
0 days 00:28:07.616000,2117.1452702607075
0 days 00:28:08.616000,1910.0467289896555
0 days 00:28:09.616000,1284.7222222162522
0 days 00:28:10.616000,68.18181818182734
0 days 00:28:11.616000,2617.5799086638553
0 days 00:28:12.616000,1989.690753262355
0 days 00:28:13.616000,788.2254464255626
0 days 00:28:14.616000,86.20689655173496
0 days 00:28:15.616000,158.8671815841186
0 days 00:28:16.616000,2013.986014030329
0 days 00:28:17.616000,177.38726790452367
0 days 00:28:18.616000,187.00265251991215
0 days 00:28:19.616000,1373.0158730276544
0 days 00:28:20.616000,887.4016054906189
0 days 00:28:21.616000,190.74675324679134
0 days 00:28:22.616000,955.7721139390663
0 days 00:28:23.616000,1287.4999999940335
0 days 00:28:24.616000,141.8650793650772
0 days 00:28:25.616000,188.8341543514231
0 days 00:28:26.616000,164.35097469580398
0 days 00:28:27.616000,1089.0474940812812
0 days 00:28:28.616000,71.4285714285784
0 days 00:28:29.616000,2613.539898120478
0 days 00:28:30.616000,1288.6597938203033
0 days 00:28:31.616000,84.59706730166256
0 days 00:28:32.616000,198.7179487179412
0 days 00:28:33.616000,169.66904063687156
0 days 00:28:34.616000,179.31034482759105
0 days 00:28:35.616000,2649.233898783677
0 days 00:28:36.616000,945.0757575717774
0 days 00:28:37.616000,83.33333333335649
0 days 00:28:38.616000,169.3318208431004
0 days 00:28:39.616000,2895.3804347691807
0 days 00:28:40.616000,78.12499999999704
0 days 00:28:41.616000,2559.722222281332
0 days 00:28:42.616000,204.26245210721527
0 days 00:28:43.616000,953.3240136648805
0 days 00:28:44.616000,1912.12871288898
0 days 00:28:45.616000,1912.1287128623346
0 days 00:28:46.616000,1987.0549092101949
0 days 00:28:47.616000,1289.8936170271409
0 days 00:28:48.616000,972.8773584860915
0 days 00:28:49.616000,68.80733944955362
0 days 00:28:50.616000,2558.536259019366
0 days 00:28:51.616000,1357.843137266693
0 days 00:28:52.616000,174.9999999999839
0 days 00:28:53.616000,3801.3698629958076
0 days 00:28:54.616000,1049.2818702912207
0 days 00:28:55.616000,179.10929432004286
0 days 00:28:56.616000,2041.246770016908
0 days 00:28:57.616000,2623.842592580696
0 days 00:28:58.616000,2618.6974789796836
0 days 00:28:59.616000,3794.1176470409137
0 days 00:29:00.616000,3787.128712853382
0 days 00:29:01.616000,153.7602468453803
0 days 00:29:02.616000,202.87356321840352
0 days 00:29:03.616000,173.07692307691653
0 days 00:29:04.616000,2793.3656417006023
0 days 00:29:05.616000,2280.8493589677946
0 days 00:29:06.616000,1808.2516339796978
0 days 00:29:07.616000,3524.585478160132
0 days 00:29:08.616000,2628.3068782948926
0 days 00:29:09.616000,3802.0833333154255
0 days 00:29:10.616000,2386.8352392186653
0 days 00:29:11.616000,1110.2150537596924
0 days 00:29:12.616000,2570.745511307349
0 days 00:29:13.616000,2047.9797980240533
0 days 00:29:14.616000,120.40441176469193
0 days 00:29:15.616000,2429.233870959874
0 days 00:29:16.616000,119.45601568243558
0 days 00:29:17.616000,230.8979147213399
0 days 00:29:18.616000,916.8192918157465
0 days 00:29:19.616000,1296.8749999940408
0 days 00:29:20.616000,1294.6428571487293
0 days 00:29:21.616000,1050.8293204877689
0 days 00:29:22.616000,81.5217391304233
0 days 00:29:23.616000,745.1402706987127
0 days 00:29:24.616000,198.41269841263122
0 days 00:29:25.616000,2566.2393162273884
0 days 00:29:26.616000,2622.4387805976903
0 days 00:29:27.616000,165.71811181777394
0 days 00:29:28.616000,179.98602050328915
0 days 00:29:29.616000,1995.2870405367094
0 days 00:29:30.616000,164.47368421052207
0 days 00:29:31.616000,169.6428571428658
0 days 00:29:32.616000,1368.2581785970472
0 days 00:29:33.616000,1286.0576923135613
0 days 00:29:34.616000,67.56756756757366
0 days 00:29:35.616000,188.11256311253217
0 days 00:29:36.616000,3806.8181819068554
0 days 00:29:37.616000,172.99107142847424
0 days 00:29:38.616000,3801.3698629958076
0 days 00:29:39.616000,562.4482401665563
0 days 00:29:40.616000,110.29411764708537
0 days 00:29:41.616000,57.25190839694647
0 days 00:29:42.616000,167.03402672545985
0 days 00:29:43.616000,204.67836257303497
0 days 00:29:44.616000,2555.8936777920608
0 days 00:29:45.616000,71.4285714285784
0 days 00:29:46.616000,165.71811181789064
0 days 00:29:47.616000,1287.5000000058758
0 days 00:29:48.616000,2568.1575195889095
0 days 00:29:49.616000,1368.6974790033348
0 days 00:29:50.616000,1294.642857136887
0 days 00:29:51.616000,153.4178187404059
0 days 00:29:52.616000,188.27639751544137
0 days 00:29:53.616000,3805.970149342401
0 days 00:29:54.616000,1041.8655040991516
0 days 00:29:55.616000,2112.74509803716
0 days 00:29:56.616000,79.78723404255821
0 days 00:29:57.616000,152.92100436173175
0 days 00:29:58.616000,783.5996240571405
0 days 00:29:59.616000,1665.0054979366405
